	Områder	Antal efter område
0	Stor­kø­ben­havn	170
1	Nord­s­jæl­land	65
2	RegionSjælland	101
3	Fyn	35
4	RegionNord­jyl­land	32
5	RegionMidtjyl­land	113
6	Syd­jyl­land	51
7	Bornholm	1
8	Skåne	299
9	Grønland	20
10	Færøerne	0
11	Udlandet	27
12	Danmark	540
