	Områder	Antal efter område
0	Stor­kø­ben­havn	225
1	Nord­s­jæl­land	85
2	RegionSjælland	174
3	Fyn	66
4	RegionNord­jyl­land	61
5	RegionMidtjyl­land	174
6	Syd­jyl­land	97
7	Bornholm	7
8	Skåne	142
9	Grønland	11
10	Færøerne	1
11	Udlandet	14
12	Danmark	832
