	Områder	Antal efter område
0	Stor­kø­ben­havn	16
1	Nord­s­jæl­land	1
2	RegionSjælland	1
3	Fyn	2
4	RegionNord­jyl­land	2
5	RegionMidtjyl­land	4
6	Syd­jyl­land	5
7	Bornholm	0
8	Skåne	3
9	Grønland	1
10	Færøerne	0
11	Udlandet	2
12	Danmark	31
