	Områder	Antal efter område
0	Stor­kø­ben­havn	212
1	Nord­s­jæl­land	32
2	RegionSjælland	41
3	Fyn	17
4	RegionNord­jyl­land	43
5	RegionMidtjyl­land	109
6	Syd­jyl­land	58
7	Bornholm	0
8	Skåne	25
9	Grønland	3
10	Færøerne	0
11	Udlandet	20
12	Danmark	427
