	Områder	Antal efter område
0	Stor­kø­ben­havn	35
1	Nord­s­jæl­land	13
2	RegionSjælland	9
3	Fyn	4
4	RegionNord­jyl­land	8
5	RegionMidtjyl­land	15
6	Syd­jyl­land	15
7	Bornholm	0
8	Skåne	0
9	Grønland	1
10	Færøerne	0
11	Udlandet	1
12	Danmark	91
