	Områder	Antal efter område
0	Stor­kø­ben­havn	71
1	Nord­s­jæl­land	23
2	RegionSjælland	16
3	Fyn	13
4	RegionNord­jyl­land	13
5	RegionMidtjyl­land	54
6	Syd­jyl­land	13
7	Bornholm	1
8	Skåne	18
9	Grønland	5
10	Færøerne	0
11	Udlandet	5
12	Danmark	195
