	Områder	Antal efter område
0	Stor­kø­ben­havn	216
1	Nord­s­jæl­land	57
2	RegionSjælland	66
3	Fyn	44
4	RegionNord­jyl­land	44
5	RegionMidtjyl­land	145
6	Syd­jyl­land	81
7	Bornholm	0
8	Skåne	15
9	Grønland	5
10	Færøerne	0
11	Udlandet	5
12	Danmark	524
