	Områder	Antal efter område
0	Stor­kø­ben­havn	8
1	Nord­s­jæl­land	4
2	RegionSjælland	1
3	Fyn	1
4	RegionNord­jyl­land	0
5	RegionMidtjyl­land	9
6	Syd­jyl­land	4
7	Bornholm	0
8	Skåne	1
9	Grønland	0
10	Færøerne	0
11	Udlandet	1
12	Danmark	22
