	Områder	Antal efter område
0	Stor­kø­ben­havn	66
1	Nord­s­jæl­land	16
2	RegionSjælland	46
3	Fyn	29
4	RegionNord­jyl­land	25
5	RegionMidtjyl­land	113
6	Syd­jyl­land	75
7	Bornholm	0
8	Skåne	37
9	Grønland	2
10	Færøerne	0
11	Udlandet	3
12	Danmark	355
