	Områder	Antal efter område
0	Stor­kø­ben­havn	71
1	Nord­s­jæl­land	6
2	RegionSjælland	10
3	Fyn	12
4	RegionNord­jyl­land	9
5	RegionMidtjyl­land	44
6	Syd­jyl­land	18
7	Bornholm	0
8	Skåne	1
9	Grønland	1
10	Færøerne	0
11	Udlandet	9
12	Danmark	153
