	Områder	Antal efter område
0	Stor­kø­ben­havn	17
1	Nord­s­jæl­land	6
2	RegionSjælland	8
3	Fyn	2
4	RegionNord­jyl­land	5
5	RegionMidtjyl­land	11
6	Syd­jyl­land	9
7	Bornholm	1
8	Skåne	0
9	Grønland	1
10	Færøerne	0
11	Udlandet	2
12	Danmark	50
