	Områder	Antal efter område
0	Stor­kø­ben­havn	6
1	Nord­s­jæl­land	2
2	RegionSjælland	2
3	Fyn	1
4	RegionNord­jyl­land	0
5	RegionMidtjyl­land	11
6	Syd­jyl­land	3
7	Bornholm	0
8	Skåne	0
9	Grønland	0
10	Færøerne	0
11	Udlandet	0
12	Danmark	25
