	Områder	Antal efter område
0	Stor­kø­ben­havn	196
1	Nord­s­jæl­land	22
2	RegionSjælland	22
3	Fyn	13
4	RegionNord­jyl­land	15
5	RegionMidtjyl­land	67
6	Syd­jyl­land	36
7	Bornholm	1
8	Skåne	6
9	Grønland	6
10	Færøerne	0
11	Udlandet	12
12	Danmark	342
