	Områder	Antal efter område
0	Stor­kø­ben­havn	57
1	Nord­s­jæl­land	9
2	RegionSjælland	7
3	Fyn	9
4	RegionNord­jyl­land	7
5	RegionMidtjyl­land	19
6	Syd­jyl­land	6
7	Bornholm	1
8	Skåne	2
9	Grønland	0
10	Færøerne	0
11	Udlandet	4
12	Danmark	111
