	Områder	Antal efter område
0	Stor­kø­ben­havn	125
1	Nord­s­jæl­land	18
2	RegionSjælland	8
3	Fyn	7
4	RegionNord­jyl­land	19
5	RegionMidtjyl­land	62
6	Syd­jyl­land	26
7	Bornholm	0
8	Skåne	1
9	Grønland	1
10	Færøerne	0
11	Udlandet	6
12	Danmark	222
