	Områder	Antal efter område
0	Stor­kø­ben­havn	67
1	Nord­s­jæl­land	13
2	RegionSjælland	34
3	Fyn	19
4	RegionNord­jyl­land	16
5	RegionMidtjyl­land	52
6	Syd­jyl­land	24
7	Bornholm	2
8	Skåne	0
9	Grønland	6
10	Færøerne	1
11	Udlandet	8
12	Danmark	217
