	Områder	Antal efter område
0	Stor­kø­ben­havn	48
1	Nord­s­jæl­land	25
2	RegionSjælland	40
3	Fyn	37
4	RegionNord­jyl­land	38
5	RegionMidtjyl­land	90
6	Syd­jyl­land	66
7	Bornholm	0
8	Skåne	8
9	Grønland	5
10	Færøerne	0
11	Udlandet	6
12	Danmark	309
