	Områder	Antal efter område
0	Stor­kø­ben­havn	5
1	Nord­s­jæl­land	3
2	RegionSjælland	2
3	Fyn	6
4	RegionNord­jyl­land	5
5	RegionMidtjyl­land	6
6	Syd­jyl­land	8
7	Bornholm	0
8	Skåne	1
9	Grønland	0
10	Færøerne	0
11	Udlandet	0
12	Danmark	35
