	Områder	Antal efter område
0	Stor­kø­ben­havn	7
1	Nord­s­jæl­land	1
2	RegionSjælland	2
3	Fyn	0
4	RegionNord­jyl­land	0
5	RegionMidtjyl­land	4
6	Syd­jyl­land	2
7	Bornholm	0
8	Skåne	2
9	Grønland	0
10	Færøerne	0
11	Udlandet	0
12	Danmark	12
