	Områder	Antal efter område
0	Stor­kø­ben­havn	22
1	Nord­s­jæl­land	5
2	RegionSjælland	3
3	Fyn	6
4	RegionNord­jyl­land	5
5	RegionMidtjyl­land	18
6	Syd­jyl­land	3
7	Bornholm	0
8	Skåne	0
9	Grønland	0
10	Færøerne	0
11	Udlandet	0
12	Danmark	53
