	Områder	Antal efter område
0	Stor­kø­ben­havn	375
1	Nord­s­jæl­land	67
2	RegionSjælland	72
3	Fyn	62
4	RegionNord­jyl­land	48
5	RegionMidtjyl­land	183
6	Syd­jyl­land	96
7	Bornholm	3
8	Skåne	43
9	Grønland	8
10	Færøerne	0
11	Udlandet	35
12	Danmark	859
