	Områder	Antal efter område
0	Stor­kø­ben­havn	73
1	Nord­s­jæl­land	17
2	RegionSjælland	7
3	Fyn	13
4	RegionNord­jyl­land	10
5	RegionMidtjyl­land	36
6	Syd­jyl­land	12
7	Bornholm	0
8	Skåne	3
9	Grønland	0
10	Færøerne	0
11	Udlandet	1
12	Danmark	147
