	Områder	Antal efter område
0	Stor­kø­ben­havn	108
1	Nord­s­jæl­land	63
2	RegionSjælland	75
3	Fyn	61
4	RegionNord­jyl­land	62
5	RegionMidtjyl­land	166
6	Syd­jyl­land	128
7	Bornholm	1
8	Skåne	23
9	Grønland	4
10	Færøerne	0
11	Udlandet	10
12	Danmark	582
