	Områder	Antal efter område
0	Stor­kø­ben­havn	225
1	Nord­s­jæl­land	99
2	RegionSjælland	95
3	Fyn	57
4	RegionNord­jyl­land	67
5	RegionMidtjyl­land	138
6	Syd­jyl­land	92
7	Bornholm	11
8	Skåne	20
9	Grønland	0
10	Færøerne	0
11	Udlandet	1
12	Danmark	660
