	Områder	Antal efter område
0	Stor­kø­ben­havn	61
1	Nord­s­jæl­land	13
2	RegionSjælland	21
3	Fyn	20
4	RegionNord­jyl­land	9
5	RegionMidtjyl­land	61
6	Syd­jyl­land	54
7	Bornholm	0
8	Skåne	13
9	Grønland	2
10	Færøerne	0
11	Udlandet	4
12	Danmark	211
