	Områder	Antal efter område
0	Stor­kø­ben­havn	260
1	Nord­s­jæl­land	88
2	RegionSjælland	76
3	Fyn	76
4	RegionNord­jyl­land	73
5	RegionMidtjyl­land	196
6	Syd­jyl­land	101
7	Bornholm	0
8	Skåne	118
9	Grønland	0
10	Færøerne	0
11	Udlandet	30
12	Danmark	653
