	Områder	Antal efter område
0	Stor­kø­ben­havn	146
1	Nord­s­jæl­land	29
2	RegionSjælland	17
3	Fyn	20
4	RegionNord­jyl­land	14
5	RegionMidtjyl­land	94
6	Syd­jyl­land	35
7	Bornholm	0
8	Skåne	14
9	Grønland	0
10	Færøerne	0
11	Udlandet	17
12	Danmark	319
