	Områder	Antal efter område
0	Stor­kø­ben­havn	32
1	Nord­s­jæl­land	3
2	RegionSjælland	1
3	Fyn	7
4	RegionNord­jyl­land	2
5	RegionMidtjyl­land	7
6	Syd­jyl­land	4
7	Bornholm	0
8	Skåne	0
9	Grønland	0
10	Færøerne	0
11	Udlandet	1
12	Danmark	43
