	Områder	Antal efter område
0	Stor­kø­ben­havn	57
1	Nord­s­jæl­land	18
2	RegionSjælland	46
3	Fyn	2
4	RegionNord­jyl­land	46
5	RegionMidtjyl­land	87
6	Syd­jyl­land	46
7	Bornholm	5
8	Skåne	20
9	Grønland	7
10	Færøerne	0
11	Udlandet	14
12	Danmark	289
