	Områder	Antal efter område
0	Stor­kø­ben­havn	502
1	Nord­s­jæl­land	72
2	RegionSjælland	79
3	Fyn	53
4	RegionNord­jyl­land	68
5	RegionMidtjyl­land	235
6	Syd­jyl­land	126
7	Bornholm	2
8	Skåne	35
9	Grønland	4
10	Færøerne	0
11	Udlandet	23
12	Danmark	1035
