	Områder	Antal efter område
0	Stor­kø­ben­havn	215
1	Nord­s­jæl­land	36
2	RegionSjælland	19
3	Fyn	16
4	RegionNord­jyl­land	32
5	RegionMidtjyl­land	80
6	Syd­jyl­land	27
7	Bornholm	0
8	Skåne	7
9	Grønland	2
10	Færøerne	0
11	Udlandet	8
12	Danmark	364
