	Områder	Antal efter område
0	Stor­kø­ben­havn	242
1	Nord­s­jæl­land	48
2	RegionSjælland	53
3	Fyn	47
4	RegionNord­jyl­land	40
5	RegionMidtjyl­land	124
6	Syd­jyl­land	70
7	Bornholm	0
8	Skåne	48
9	Grønland	14
10	Færøerne	0
11	Udlandet	27
12	Danmark	561
