	Områder	Antal efter område
0	Stor­kø­ben­havn	20
1	Nord­s­jæl­land	9
2	RegionSjælland	7
3	Fyn	1
4	RegionNord­jyl­land	2
5	RegionMidtjyl­land	6
6	Syd­jyl­land	11
7	Bornholm	0
8	Skåne	0
9	Grønland	2
10	Færøerne	0
11	Udlandet	5
12	Danmark	36
