	Områder	Antal efter område
0	Stor­kø­ben­havn	44
1	Nord­s­jæl­land	7
2	RegionSjælland	6
3	Fyn	5
4	RegionNord­jyl­land	7
5	RegionMidtjyl­land	28
6	Syd­jyl­land	12
7	Bornholm	0
8	Skåne	0
9	Grønland	3
10	Færøerne	0
11	Udlandet	5
12	Danmark	105
