	Områder	Antal efter område
0	Stor­kø­ben­havn	4
1	Nord­s­jæl­land	3
2	RegionSjælland	1
3	Fyn	0
4	RegionNord­jyl­land	1
5	RegionMidtjyl­land	4
6	Syd­jyl­land	2
7	Bornholm	1
8	Skåne	1
9	Grønland	0
10	Færøerne	0
11	Udlandet	0
12	Danmark	15
