	Områder	Antal efter område
0	Stor­kø­ben­havn	105
1	Nord­s­jæl­land	8
2	RegionSjælland	9
3	Fyn	8
4	RegionNord­jyl­land	8
5	RegionMidtjyl­land	35
6	Syd­jyl­land	11
7	Bornholm	0
8	Skåne	3
9	Grønland	1
10	Færøerne	0
11	Udlandet	6
12	Danmark	177
