	Områder	Antal efter område
0	Stor­kø­ben­havn	452
1	Nord­s­jæl­land	169
2	RegionSjælland	198
3	Fyn	110
4	RegionNord­jyl­land	135
5	RegionMidtjyl­land	322
6	Syd­jyl­land	135
7	Bornholm	7
8	Skåne	27
9	Grønland	25
10	Færøerne	0
11	Udlandet	26
12	Danmark	1455
