	Områder	Antal efter område
0	Stor­kø­ben­havn	329
1	Nord­s­jæl­land	82
2	RegionSjælland	92
3	Fyn	74
4	RegionNord­jyl­land	87
5	RegionMidtjyl­land	174
6	Syd­jyl­land	89
7	Bornholm	6
8	Skåne	82
9	Grønland	6
10	Færøerne	1
11	Udlandet	14
12	Danmark	892
