	Områder	Antal efter område
0	Stor­kø­ben­havn	84
1	Nord­s­jæl­land	22
2	RegionSjælland	41
3	Fyn	25
4	RegionNord­jyl­land	18
5	RegionMidtjyl­land	55
6	Syd­jyl­land	16
7	Bornholm	2
8	Skåne	22
9	Grønland	3
10	Færøerne	0
11	Udlandet	3
12	Danmark	234
