	Områder	Antal efter område
0	Stor­kø­ben­havn	0
1	Nord­s­jæl­land	0
2	RegionSjælland	0
3	Fyn	0
4	RegionNord­jyl­land	0
5	RegionMidtjyl­land	0
6	Syd­jyl­land	0
7	Bornholm	0
8	Skåne	0
9	Grønland	0
10	Færøerne	0
11	Udlandet	0
12	Danmark	0
