	Områder	Antal efter område
0	Stor­kø­ben­havn	172
1	Nord­s­jæl­land	37
2	RegionSjælland	7
3	Fyn	6
4	RegionNord­jyl­land	17
5	RegionMidtjyl­land	69
6	Syd­jyl­land	25
7	Bornholm	0
8	Skåne	1
9	Grønland	0
10	Færøerne	0
11	Udlandet	13
12	Danmark	268
