,År,Antal
0,2007,4.082881
1,2008,4.76453
2,2009,3.851005
3,2010,5.1916
4,2011,5.656974
5,2012,6.302481
6,2013,6.556612
7,2014,5.742689
8,2015,5.987803
9,2016,5.894994
10,2017,6.107885
11,2018,6.188667
12,2019,6.234035
13,2020,6.310254
14,2021,5.657538
15,2022,5.539545
