,År,Antal
0,2007,9.312191
1,2008,10.510017
2,2009,13.429465
3,2010,9.759422
4,2011,7.029665
5,2012,8.208308
6,2013,8.981848
7,2014,10.237566
8,2015,10.441196
9,2016,9.095329
10,2017,9.032766
11,2018,8.845363
12,2019,9.101413
13,2020,10.892138
14,2021,10.117701
15,2022,10.347314
