,År,Antal
0,2007,7.015749
1,2008,6.488349
2,2009,5.324241
3,2010,7.361909
4,2011,8.60153
5,2012,8.361813
6,2013,7.311801
7,2014,7.514034
8,2015,7.181674
9,2016,6.957437
10,2017,7.103503
11,2018,6.603722
12,2019,6.270271
13,2020,6.367196
14,2021,6.494814
15,2022,6.74676
