,År,Antal
0,2007,14.389265
1,2008,13.9692
2,2009,13.999784
3,2010,12.786393
4,2011,11.030526
5,2012,10.143538
6,2013,9.726445
7,2014,9.002472
8,2015,8.275655
9,2016,10.407048
10,2017,9.837193
11,2018,10.022782
12,2019,10.255611
13,2020,9.080334
14,2021,11.130711
15,2022,11.136125
