,År,Antal
0,2007,8.695839
1,2008,8.615057
2,2009,10.879737
3,2010,13.85838
4,2011,15.997949
5,2012,14.530646
6,2013,15.024146
7,2014,13.959692
8,2015,13.026451
9,2016,12.418908
10,2017,12.978675
11,2018,14.228789
12,2019,14.784189
13,2020,13.945104
14,2021,12.992063
15,2022,12.478935
