,Navn,Procent
0,Øvrige stillinger,14.228789165115927
1,Social og sundhed,13.964377288591987
2,Kontor og økonomi,13.854610628499882
3,Ledelse og personale,10.048794710619067
4,Handel og service,10.022782298982658
5,Industri og håndværk,8.971423507788002
6,Undervisning,8.845363359088479
7,Salg og kommunikation,7.27146952974705
8,Ingeniør og teknik,6.603722347520103
9,Informationsteknologi,6.188667164046845
