,Navn,Procent
0,Storkøbenhavn,34.84395373647401
1,Region Midtjylland,19.94276328044299
2,Sydjylland,10.415389565305743
3,Region Sjælland,9.6066245576008
4,Nordsjælland,7.757438233451307
5,Region Nordjylland,6.839957326469443
6,Fyn,6.6015274414509
7,Udlandet,2.5966504665300665
8,Grønland,0.9621865104228405
9,Bornholm,0.3928674241782806
10,Færøerne,0.025400911046009514
11,Skåne,0.015240546627605711
