,Navn,Procent
0,Storkøbenhavn,36.10283107808341
1,Region Midtjylland,19.73436113575865
2,Sydjylland,10.460916703637976
3,Region Sjælland,9.02284826974268
4,Region Nordjylland,6.883942435669921
5,Nordsjælland,6.849975044365572
6,Fyn,6.22920363797693
7,Udlandet,3.2154641748003554
8,Grønland,0.9434616237799467
9,Bornholm,0.4426159050576753
10,Skåne,0.0842252661934339
11,Færøerne,0.03015472493345164
