,Navn,Procent
0,Kontor og økonomi,14.097264155325377
1,Social og sundhed,13.501788285568303
2,Øvrige stillinger,12.41890782974902
3,Ledelse og personale,10.842739250932851
4,Handel og service,10.407047857928067
5,Undervisning,9.095328781333704
6,Industri og håndværk,8.864322541687956
7,Salg og kommunikation,7.92016969359159
8,Ingeniør og teknik,6.95743725517519
9,Informationsteknologi,5.894994348707945
