,Navn,Procent
0,Social og sundhed,16.78076653549674
1,Handel og service,13.999784378200635
2,Kontor og økonomi,13.722710366018005
3,Undervisning,13.42946471888308
4,Øvrige stillinger,10.879736941404776
5,Ledelse og personale,9.48843728100911
6,Salg og kommunikation,6.789391407471296
7,Industri og håndværk,5.734461754083338
8,Ingeniør og teknik,5.324241280793488
9,Informationsteknologi,3.851005336639534
