,Navn,Procent
0,Storkøbenhavn,36.49325970655226
1,Region Midtjylland,18.942674400127125
2,Sydjylland,10.004833412786693
3,Region Sjælland,9.280152550452884
4,Nordsjælland,7.489803485354098
5,Region Nordjylland,6.902510726203719
6,Fyn,6.2705254515599345
7,Udlandet,3.1771412680756397
8,Grønland,1.0060781821071032
9,Bornholm,0.3899835796387521
10,Skåne,0.02449811960379257
11,Færøerne,0.01853911753800519
