,Navn,Procent
0,Kontor og økonomi,15.8884033962678
1,Handel og service,13.969200399425105
2,Social og sundhed,13.223741551177785
3,Industri og håndværk,11.105114603836096
4,Undervisning,10.510017373837655
5,Ledelse og personale,8.831508406974931
6,Øvrige stillinger,8.615056941165605
7,Salg og kommunikation,6.604078522819757
8,Ingeniør og teknik,6.488349139100371
9,Informationsteknologi,4.764529665394894
