,Navn,Procent
0,Storkøbenhavn,35.01929097254349
1,Region Midtjylland,18.271403098233492
2,Sydjylland,9.836374824270244
3,Region Sjælland,8.472756834933055
4,Udlandet,7.612186325193246
5,Region Nordjylland,6.708946609594732
6,Nordsjælland,6.684243385150218
7,Fyn,5.784147716299187
8,Grønland,1.0267558378210857
9,Bornholm,0.41546332020319526
10,Skåne,0.1423804027074734
11,Færøerne,0.02605067305057873
