,Navn,Procent
0,Social og sundhed,15.255997222915815
1,Øvrige stillinger,13.945103866602517
2,Kontor og økonomi,12.948764014835476
3,Undervisning,10.892138293920256
4,Ledelse og personale,9.692389205912267
5,Handel og service,9.08033446812139
6,Industri og håndværk,8.743552109914068
7,Salg og kommunikation,6.764270619545557
8,Ingeniør og teknik,6.3671963020931654
9,Informationsteknologi,6.310253896139488
