,Navn,Procent
0,Kontor og økonomi,13.88814863935249
1,Social og sundhed,13.876993250990042
2,Øvrige stillinger,12.978674615913782
3,Ledelse og personale,10.506206734136109
4,Handel og service,9.837193304288007
5,Industri og håndværk,9.1034166475579
6,Undervisning,9.032765854595711
7,Salg og kommunikation,7.565212541135495
8,Ingeniør og teknik,7.103503411689608
9,Informationsteknologi,6.107885000340859
