,Navn,Procent
0,Kontor og økonomi,15.785914011901633
1,Handel og service,14.389264632077051
2,Industri og håndværk,13.372846115240304
3,Social og sundhed,12.310780775756996
4,Undervisning,9.312190808498434
5,Øvrige stillinger,8.695839208469756
6,Ledelse og personale,8.232679301197333
7,Ingeniør og teknik,7.0157493487560645
8,Salg og kommunikation,6.801854551537892
9,Informationsteknologi,4.082881246564539
