,Navn,Procent
0,Storkøbenhavn,32.28615970500423
1,Region Midtjylland,20.34423843574005
2,Sydjylland,11.16071171756801
3,Region Sjælland,9.746135658937026
4,Region Nordjylland,7.457157156581316
5,Fyn,6.987165843079277
6,Nordsjælland,6.826091708708932
7,Udlandet,3.4745991842745627
8,Grønland,1.16203482652891
9,Bornholm,0.5338457024845685
10,Færøerne,0.021860061093118107
