,Navn,Procent
0,Social og sundhed,14.102013624834559
1,Kontor og økonomi,13.400631222029915
2,Øvrige stillinger,12.992063246145605
3,Handel og service,11.130710766629337
4,Undervisning,10.117701218621493
5,Industri og håndværk,9.947058797491048
6,Ledelse og personale,9.754283766616057
7,Ingeniør og teknik,6.494814329536854
8,Salg og kommunikation,6.4031853251944355
9,Informationsteknologi,5.6575377029007
