,Navn,Procent
0,Storkøbenhavn,32.99508878919284
1,Region Midtjylland,20.879769060621587
2,Sydjylland,11.245048174854102
3,Region Sjælland,9.932142812511715
4,Nordsjælland,7.673485710001125
5,Region Nordjylland,7.050149335799352
6,Fyn,6.577273465715249
7,Udlandet,2.41886504792492
8,Grønland,0.6938178728083878
9,Bornholm,0.4953699653840867
10,Færøerne,0.025743242398870297
11,Skåne,0.01324652278776821
