,Navn,Procent
0,Storkøbenhavn,31.775848933857205
1,Region Midtjylland,16.60888694863169
2,Udlandet,12.401667479862697
3,Sydjylland,9.380858221411879
4,Region Sjælland,7.541751196254162
5,Region Nordjylland,6.443080557766878
6,Nordsjælland,5.719764087551252
7,Fyn,5.421877541237598
8,Skåne,3.2690480470455308
9,Grønland,1.0301909726680534
10,Bornholm,0.38562611814454345
11,Færøerne,0.021399895568509627
