,Navn,Procent
0,Øvrige stillinger,15.997948746125282
1,Kontor og økonomi,13.630307275998957
2,Handel og service,11.03052613746148
3,Social og sundhed,10.89911768611237
4,Ledelse og personale,10.014514452640302
5,Salg og kommunikation,9.325879223270743
6,Ingeniør og teknik,8.601530198761006
7,Industri og håndværk,7.8135373598348
8,Undervisning,7.029665343424769
9,Informationsteknologi,5.656973576370288
