,Navn,Procent
0,Kontor og økonomi,14.006839954113333
1,Social og sundhed,13.13172184760548
2,Øvrige stillinger,12.478934534020054
3,Handel og service,11.136125417811861
4,Industri og håndværk,10.722671929715059
5,Undervisning,10.347313843696933
6,Ledelse og personale,10.026193279282342
7,Ingeniør og teknik,6.746760276611361
8,Salg og kommunikation,5.863893952731569
9,Informationsteknologi,5.5395449644120065
