,År,Antal
0,2007,0.472922
1,2008,0.459095
2,2009,0.533846
3,2010,0.475185
4,2011,0.490102
5,2012,0.385626
6,2013,0.415463
7,2014,0.312613
8,2015,0.276578
9,2016,0.411545
10,2017,0.442616
11,2018,0.360852
12,2019,0.389984
13,2020,0.392867
14,2021,0.49537
15,2022,0.439399
